COD_setor;sexo;faixa_etaria;tipo_domicilio;id_domicilio
160050105000001;F;5;permanente;185.0
160050105000001;F;5;permanente;48.0
160050105000001;F;5;permanente;121.0
160050105000001;M;2a;permanente;147.0
160050105000001;F;1b;permanente;139.0
160050105000001;M;2a;permanente;196.0
160050105000001;M;2b;permanente;65.0
160050105000001;M;1a;permanente;5.0
160050105000001;M;1b;permanente;92.0
160050105000001;F;5;permanente;6.0
160050105000001;M;3;permanente;174.0
160050105000001;F;1b;permanente;83.0
160050105000001;M;3;permanente;22.0
160050105000001;F;3;permanente;114.0
160050105000001;F;7;permanente;116.0
160050105000001;M;0a;permanente;47.0
160050105000001;M;4;permanente;169.0
160050105000001;F;3;permanente;98.0
160050105000001;M;4;permanente;89.0
160050105000001;M;3;permanente;151.0
160050105000001;M;0b;permanente;116.0
160050105000001;M;1b;permanente;69.0
160050105000001;M;1b;permanente;8.0
160050105000001;M;2b;permanente;39.0
160050105000001;F;1a;permanente;44.0
160050105000001;F;2b;permanente;42.0
160050105000001;F;1b;permanente;68.0
160050105000001;M;6;permanente;146.0
160050105000001;F;2b;permanente;50.0
160050105000001;M;6;permanente;126.0
160050105000001;F;1a;permanente;148.0
160050105000001;M;2b;permanente;156.0
160050105000001;M;0a;permanente;5.0
160050105000001;F;2a;permanente;180.0
160050105000001;M;2b;permanente;186.0
160050105000001;F;4;permanente;138.0
160050105000001;F;0b;permanente;4.0
160050105000001;M;5;permanente;160.0
160050105000001;M;5;permanente;63.0
160050105000001;M;2b;permanente;40.0
160050105000001;F;3;permanente;118.0
160050105000001;M;7;permanente;28.0
160050105000001;F;3;permanente;187.0
160050105000001;M;4;permanente;2.0
160050105000001;F;3;permanente;83.0
160050105000001;M;0b;permanente;47.0
160050105000001;F;0b;permanente;53.0
160050105000001;M;2a;permanente;102.0
160050105000001;M;0a;permanente;140.0
160050105000001;F;3;permanente;67.0
160050105000001;F;2a;permanente;126.0
160050105000001;M;3;permanente;77.0
160050105000001;F;5;permanente;38.0
160050105000001;F;4;permanente;178.0
160050105000001;F;5;permanente;193.0
160050105000001;F;1a;permanente;45.0
160050105000001;M;2b;permanente;155.0
160050105000001;F;1a;permanente;14.0
160050105000001;F;1b;permanente;110.0
160050105000001;M;5;permanente;159.0
160050105000001;M;5;permanente;23.0
160050105000001;F;1b;permanente;184.0
160050105000001;F;2a;permanente;176.0
160050105000001;F;0a;permanente;172.0
160050105000001;M;4;permanente;7.0
160050105000001;M;3;permanente;42.0
160050105000001;F;1a;permanente;158.0
160050105000001;M;0b;permanente;128.0
160050105000001;M;0b;permanente;53.0
160050105000001;M;0b;permanente;114.0
160050105000001;M;5;permanente;17.0
160050105000001;F;4;permanente;80.0
160050105000001;M;4;permanente;175.0
160050105000001;M;0b;permanente;166.0
160050105000001;F;3;permanente;23.0
160050105000001;F;2b;permanente;163.0
160050105000001;F;1a;permanente;137.0
160050105000001;M;0b;permanente;142.0
160050105000001;M;6;permanente;17.0
160050105000001;F;5;permanente;118.0
160050105000001;F;0a;permanente;35.0
160050105000001;M;3;permanente;179.0
160050105000001;F;1b;permanente;166.0
160050105000001;F;3;permanente;153.0
160050105000001;F;1b;permanente;77.0
160050105000001;M;6;permanente;156.0
160050105000001;F;7;permanente;21.0
160050105000001;F;0a;permanente;170.0
160050105000001;M;3;permanente;97.0
160050105000001;F;1b;permanente;57.0
160050105000001;F;1a;permanente;81.0
160050105000001;M;0a;permanente;73.0
160050105000001;F;2a;permanente;47.0
160050105000001;M;3;permanente;92.0
160050105000001;F;3;permanente;67.0
160050105000001;M;1b;permanente;54.0
160050105000001;F;3;permanente;159.0
160050105000001;M;1a;permanente;127.0
160050105000001;M;6;permanente;197.0
160050105000001;M;1a;permanente;161.0
160050105000001;M;5;permanente;132.0
160050105000001;M;0a;permanente;179.0
160050105000001;F;4;permanente;92.0
160050105000001;M;0a;permanente;132.0
160050105000001;M;2a;permanente;194.0
160050105000001;M;0b;permanente;183.0
160050105000001;M;0b;permanente;71.0
160050105000001;F;4;permanente;11.0
160050105000001;M;1b;permanente;155.0
160050105000001;F;2b;permanente;190.0
160050105000001;F;5;permanente;153.0
160050105000001;F;3;permanente;78.0
160050105000001;F;6;permanente;80.0
160050105000001;F;0b;permanente;145.0
160050105000001;M;0b;permanente;45.0
160050105000001;M;6;permanente;3.0
160050105000001;F;0a;permanente;70.0
160050105000001;M;3;permanente;4.0
160050105000001;F;1b;permanente;180.0
160050105000001;F;3;permanente;137.0
160050105000001;M;0a;permanente;65.0
160050105000001;F;4;permanente;99.0
160050105000001;F;0a;permanente;145.0
160050105000001;M;1a;permanente;126.0
160050105000001;M;5;permanente;10.0
160050105000001;F;0b;permanente;152.0
160050105000001;F;0b;permanente;22.0
160050105000001;F;1a;permanente;53.0
160050105000001;M;0a;permanente;188.0
160050105000001;M;4;permanente;126.0
160050105000001;M;0a;permanente;137.0
160050105000001;F;5;permanente;51.0
160050105000001;F;1a;permanente;69.0
160050105000001;F;5;permanente;90.0
160050105000001;F;5;permanente;19.0
160050105000001;F;5;permanente;55.0
160050105000001;F;3;permanente;102.0
160050105000001;F;2b;permanente;72.0
160050105000001;F;1b;permanente;61.0
160050105000001;M;0a;permanente;102.0
160050105000001;F;2a;permanente;71.0
160050105000001;M;3;permanente;138.0
160050105000001;M;2a;permanente;135.0
160050105000001;F;4;permanente;31.0
160050105000001;F;1a;permanente;161.0
160050105000001;M;5;permanente;181.0
160050105000001;F;1b;permanente;122.0
160050105000001;F;0b;permanente;31.0
160050105000001;M;4;permanente;80.0
160050105000001;M;4;permanente;125.0
160050105000001;M;3;permanente;150.0
160050105000001;M;0a;permanente;3.0
160050105000001;F;4;permanente;103.0
160050105000001;F;2a;permanente;194.0
160050105000001;M;5;permanente;99.0
160050105000001;M;6;permanente;134.0
160050105000001;F;5;permanente;152.0
160050105000001;F;3;permanente;103.0
160050105000001;M;1a;permanente;175.0
160050105000001;F;0a;permanente;126.0
160050105000001;M;3;permanente;95.0
160050105000001;F;1a;permanente;5.0
160050105000001;M;2a;permanente;176.0
160050105000001;F;3;permanente;170.0
160050105000001;F;0b;permanente;23.0
160050105000001;F;1a;permanente;33.0
160050105000001;M;2a;permanente;81.0
160050105000001;M;1a;permanente;155.0
160050105000001;F;5;permanente;193.0
160050105000001;F;4;permanente;118.0
160050105000001;M;1a;permanente;70.0
160050105000001;M;4;permanente;175.0
160050105000001;F;5;permanente;47.0
160050105000001;M;4;permanente;41.0
160050105000001;M;3;permanente;42.0
160050105000001;M;1a;permanente;153.0
160050105000001;F;2b;permanente;134.0
160050105000001;M;5;permanente;184.0
160050105000001;M;3;permanente;164.0
160050105000001;M;3;permanente;137.0
160050105000001;M;4;permanente;194.0
160050105000001;F;1a;permanente;0.0
160050105000001;F;0b;permanente;72.0
160050105000001;F;7;permanente;38.0
160050105000001;M;4;permanente;157.0
160050105000001;F;5;permanente;67.0
160050105000001;M;1b;permanente;9.0
160050105000001;M;0b;permanente;50.0
160050105000001;F;4;permanente;59.0
160050105000001;F;5;permanente;4.0
160050105000001;M;5;permanente;26.0
160050105000001;M;3;permanente;128.0
160050105000001;F;4;permanente;43.0
160050105000001;F;4;permanente;0.0
160050105000001;M;3;permanente;55.0
160050105000001;F;0b;permanente;156.0
160050105000001;M;1a;permanente;47.0
160050105000001;F;0b;permanente;41.0
160050105000001;M;0a;permanente;35.0
160050105000001;M;6;permanente;188.0
160050105000001;M;1a;permanente;36.0
160050105000001;F;6;permanente;182.0
160050105000001;M;1a;permanente;150.0
160050105000001;M;0a;permanente;61.0
160050105000001;F;2b;permanente;72.0
160050105000001;F;2a;permanente;100.0
160050105000001;F;4;permanente;178.0
160050105000001;F;1a;permanente;92.0
160050105000001;M;2a;permanente;99.0
160050105000001;M;5;permanente;185.0
160050105000001;M;1a;permanente;177.0
160050105000001;M;1b;permanente;72.0
160050105000001;F;0b;permanente;118.0
160050105000001;M;5;permanente;58.0
160050105000001;F;2b;permanente;16.0
160050105000001;M;2a;permanente;128.0
160050105000001;M;0b;permanente;188.0
160050105000001;F;0b;permanente;153.0
160050105000001;M;2b;permanente;148.0
160050105000001;M;2b;permanente;90.0
160050105000001;M;2b;permanente;53.0
160050105000001;M;4;permanente;47.0
160050105000001;M;3;permanente;171.0
160050105000001;M;0a;permanente;153.0
160050105000001;M;1b;permanente;22.0
160050105000001;F;0b;permanente;175.0
160050105000001;M;4;permanente;155.0
160050105000001;M;5;permanente;54.0
160050105000001;M;2a;permanente;117.0
160050105000001;F;2b;permanente;31.0
160050105000001;M;2a;permanente;156.0
160050105000001;M;0b;permanente;147.0
160050105000001;F;3;permanente;97.0
160050105000001;M;0a;permanente;54.0
160050105000001;F;1a;permanente;97.0
160050105000001;F;2b;permanente;96.0
160050105000001;F;4;permanente;98.0
160050105000001;M;1b;permanente;170.0
160050105000001;F;6;permanente;111.0
160050105000001;F;2b;permanente;128.0
160050105000001;M;2b;permanente;77.0
160050105000001;M;1a;permanente;196.0
160050105000001;M;5;permanente;126.0
160050105000001;F;5;permanente;118.0
160050105000001;M;0b;permanente;31.0
160050105000001;F;5;permanente;162.0
160050105000001;M;1a;permanente;62.0
160050105000001;F;1b;permanente;123.0
160050105000001;F;5;permanente;166.0
160050105000001;M;1a;permanente;116.0
160050105000001;F;2b;permanente;107.0
160050105000001;M;3;permanente;16.0
160050105000001;F;2b;permanente;107.0
160050105000001;M;2a;permanente;184.0
160050105000001;M;2b;permanente;112.0
160050105000001;F;1a;permanente;138.0
160050105000001;F;2b;permanente;22.0
160050105000001;M;5;permanente;93.0
160050105000001;M;1a;permanente;123.0
160050105000001;M;3;permanente;9.0
160050105000001;F;1b;permanente;172.0
160050105000001;M;4;permanente;185.0
160050105000001;M;2b;permanente;50.0
160050105000001;M;1a;permanente;11.0
160050105000001;M;6;permanente;22.0
160050105000001;F;1b;permanente;165.0
160050105000001;M;3;permanente;94.0
160050105000001;F;5;permanente;63.0
160050105000001;F;4;permanente;156.0
160050105000001;F;1a;permanente;29.0
160050105000001;F;7;permanente;111.0
160050105000001;F;1a;permanente;53.0
160050105000001;F;3;permanente;45.0
160050105000001;M;1a;permanente;151.0
160050105000001;M;4;permanente;169.0
160050105000001;F;3;permanente;80.0
160050105000001;F;3;permanente;43.0
160050105000001;M;0a;permanente;139.0
160050105000001;F;2a;permanente;74.0
160050105000001;M;0b;permanente;138.0
160050105000001;M;3;permanente;170.0
160050105000001;M;4;permanente;77.0
160050105000001;F;1a;permanente;143.0
160050105000001;F;4;permanente;113.0
160050105000001;F;1a;permanente;8.0
160050105000001;F;1b;permanente;56.0
160050105000001;M;1a;permanente;126.0
160050105000001;M;1b;permanente;4.0
160050105000001;F;3;permanente;8.0
160050105000001;M;5;permanente;46.0
160050105000001;M;4;permanente;27.0
160050105000001;F;1a;permanente;88.0
160050105000001;F;2a;permanente;85.0
160050105000001;F;4;permanente;157.0
160050105000001;M;1b;permanente;158.0
160050105000001;F;3;permanente;143.0
160050105000001;F;1b;permanente;175.0
160050105000001;M;2b;permanente;92.0
160050105000001;F;1b;permanente;136.0
160050105000001;F;2a;permanente;184.0
160050105000001;F;5;permanente;56.0
160050105000001;F;1b;permanente;23.0
160050105000001;F;1b;permanente;113.0
160050105000001;M;2b;permanente;96.0
160050105000001;M;3;permanente;41.0
160050105000001;F;3;permanente;79.0
160050105000001;M;5;permanente;152.0
160050105000001;M;2a;permanente;18.0
160050105000001;F;5;permanente;54.0
160050105000001;F;4;permanente;187.0
160050105000001;F;3;permanente;44.0
160050105000001;F;5;permanente;197.0
160050105000001;M;4;permanente;141.0
160050105000001;F;0a;permanente;47.0
160050105000001;F;7;permanente;184.0
160050105000001;M;5;permanente;58.0
160050105000001;F;4;permanente;92.0
160050105000001;F;0a;permanente;110.0
160050105000001;F;0a;permanente;77.0
160050105000001;M;4;permanente;7.0
160050105000001;F;4;permanente;81.0
160050105000001;F;3;permanente;113.0
160050105000001;M;4;permanente;165.0
160050105000001;M;2b;permanente;127.0
160050105000001;M;3;permanente;8.0
160050105000001;F;1b;permanente;118.0
160050105000001;M;1a;permanente;123.0
160050105000001;M;5;permanente;184.0
160050105000001;F;3;permanente;112.0
160050105000001;M;2a;permanente;16.0
160050105000001;F;7;permanente;83.0
160050105000001;M;0a;permanente;164.0
160050105000001;M;1a;permanente;58.0
160050105000001;F;5;permanente;83.0
160050105000001;M;3;permanente;148.0
160050105000001;F;2b;permanente;107.0
160050105000001;M;7;permanente;168.0
160050105000001;M;1b;permanente;136.0
160050105000001;F;1a;permanente;38.0
160050105000001;F;4;permanente;84.0
160050105000001;M;2b;permanente;17.0
160050105000001;M;5;permanente;124.0
160050105000001;M;1a;permanente;126.0
160050105000001;F;2b;permanente;39.0
160050105000001;F;4;permanente;21.0
160050105000001;M;1a;permanente;73.0
160050105000001;F;1b;permanente;191.0
160050105000001;M;1b;permanente;0.0
160050105000001;M;0a;permanente;57.0
160050105000001;M;3;permanente;98.0
160050105000001;M;7;permanente;125.0
160050105000001;M;0a;permanente;178.0
160050105000001;M;4;permanente;86.0
160050105000001;F;7;permanente;29.0
160050105000001;F;2b;permanente;122.0
160050105000001;F;2a;permanente;18.0
160050105000001;F;5;permanente;154.0
160050105000001;M;3;permanente;122.0
160050105000001;M;4;permanente;41.0
160050105000001;F;3;permanente;130.0
160050105000001;M;3;permanente;176.0
160050105000001;F;1a;permanente;116.0
160050105000001;F;2a;permanente;35.0
160050105000001;M;1a;permanente;128.0
160050105000001;M;4;permanente;10.0
160050105000001;F;2b;permanente;6.0
160050105000001;F;1a;permanente;72.0
160050105000001;M;5;permanente;77.0
160050105000001;F;0a;permanente;19.0
160050105000001;F;2b;permanente;59.0
160050105000001;M;4;permanente;169.0
160050105000001;M;4;permanente;137.0
160050105000001;F;5;permanente;186.0
160050105000001;M;5;permanente;143.0
160050105000001;F;0a;permanente;30.0
160050105000001;M;5;permanente;53.0
160050105000001;M;5;permanente;129.0
160050105000001;M;1b;permanente;108.0
160050105000001;M;3;permanente;64.0
160050105000001;F;1b;permanente;70.0
160050105000001;F;0b;permanente;112.0
160050105000001;M;2a;permanente;53.0
160050105000001;F;2b;permanente;63.0
160050105000001;F;0b;permanente;88.0
160050105000001;F;3;permanente;29.0
160050105000001;M;1a;permanente;151.0
160050105000001;M;3;permanente;8.0
160050105000001;M;0b;permanente;67.0
160050105000001;F;3;permanente;178.0
160050105000001;F;3;permanente;197.0
160050105000001;M;4;permanente;56.0
160050105000001;F;5;permanente;161.0
160050105000001;F;5;permanente;143.0
160050105000001;F;1b;permanente;165.0
160050105000001;M;3;permanente;49.0
160050105000001;M;2a;permanente;20.0
160050105000001;F;3;permanente;10.0
160050105000001;M;1a;permanente;154.0
160050105000001;F;5;permanente;15.0
160050105000001;M;3;permanente;150.0
160050105000001;F;6;permanente;3.0
160050105000001;M;0a;permanente;178.0
160050105000001;F;2a;permanente;122.0
160050105000001;F;5;permanente;93.0
160050105000001;M;3;permanente;151.0
160050105000001;F;1a;permanente;182.0
160050105000001;M;0b;permanente;81.0
160050105000001;F;5;permanente;56.0
160050105000001;M;1a;permanente;153.0
160050105000001;M;3;permanente;125.0
160050105000001;M;0b;permanente;135.0
160050105000001;F;2b;permanente;32.0
160050105000001;F;7;permanente;31.0
160050105000001;M;6;permanente;111.0
160050105000001;M;2a;permanente;128.0
160050105000001;F;0a;permanente;111.0
160050105000001;F;2a;permanente;97.0
160050105000001;F;3;permanente;147.0
160050105000001;M;1b;permanente;106.0
160050105000001;M;0a;permanente;158.0
160050105000001;M;5;permanente;164.0
160050105000001;F;4;permanente;168.0
160050105000001;F;0b;permanente;170.0
160050105000001;F;1a;permanente;100.0
160050105000001;M;2a;permanente;12.0
160050105000001;F;0a;permanente;184.0
160050105000001;F;3;permanente;138.0
160050105000001;M;1b;permanente;31.0
160050105000001;F;4;permanente;40.0
160050105000001;M;2a;permanente;11.0
160050105000001;F;3;permanente;153.0
160050105000001;F;4;permanente;108.0
160050105000001;M;5;permanente;128.0
160050105000001;M;2b;permanente;62.0
160050105000001;M;6;permanente;103.0
160050105000001;M;3;permanente;110.0
160050105000001;M;1b;permanente;99.0
160050105000001;M;1a;permanente;11.0
160050105000001;M;2a;permanente;60.0
160050105000001;M;1a;permanente;57.0
160050105000001;F;4;permanente;30.0
160050105000001;M;7;permanente;100.0
160050105000001;M;5;permanente;187.0
160050105000001;M;1b;permanente;166.0
160050105000001;M;3;permanente;53.0
160050105000001;F;0b;permanente;45.0
160050105000001;M;5;permanente;172.0
160050105000001;F;1a;permanente;166.0
160050105000001;M;3;permanente;49.0
160050105000001;F;4;permanente;21.0
160050105000001;M;2b;permanente;55.0
160050105000001;M;0a;permanente;101.0
160050105000001;F;3;permanente;152.0
160050105000001;M;1b;permanente;155.0
160050105000001;F;7;permanente;1.0
160050105000001;F;1a;permanente;154.0
160050105000001;M;6;permanente;92.0
160050105000001;F;5;permanente;60.0
160050105000001;F;0a;permanente;156.0
160050105000001;F;3;permanente;59.0
160050105000001;F;4;permanente;22.0
160050105000001;M;5;permanente;187.0
160050105000001;F;2b;permanente;40.0
160050105000001;M;2a;permanente;115.0
160050105000001;M;3;permanente;23.0
160050105000001;F;0b;permanente;106.0
160050105000001;M;0a;permanente;105.0
160050105000001;M;2a;permanente;12.0
160050105000001;F;1a;permanente;14.0
160050105000001;M;2b;permanente;159.0
160050105000001;M;0b;permanente;181.0
160050105000001;M;3;permanente;60.0
160050105000001;M;0b;permanente;65.0
160050105000001;M;2b;permanente;57.0
160050105000001;M;4;permanente;140.0
160050105000001;M;3;permanente;181.0
160050105000001;M;6;permanente;40.0
160050105000001;F;0a;permanente;8.0
160050105000001;M;7;permanente;60.0
160050105000001;F;2a;permanente;22.0
160050105000001;F;3;permanente;175.0
160050105000001;M;5;improvisado;7011.0
160050105000001;F;0b;;
160050105000001;M;1b;improvisado;7012.0
160050105000001;M;3;improvisado;7009.0
160050105000001;M;2a;improvisado;7010.0
160050105000001;F;2b;permanente;69.0
160050105000001;F;3;improvisado;7009.0
160050105000001;M;1a;improvisado;7011.0
160050105000001;M;6;improvisado;7009.0
160050105000001;M;1a;improvisado;7011.0
160050105000001;F;0a;;
160050105000001;F;5;improvisado;7010.0
160050105000001;M;2a;improvisado;7009.0
160050105000001;F;5;improvisado;7012.0
160050105000001;M;3;improvisado;7011.0
160050105000004;F;5;permanente;271.0
160050105000004;M;3;permanente;442.0
160050105000004;F;4;permanente;226.0
160050105000004;M;6;permanente;432.0
160050105000004;F;0a;permanente;429.0
160050105000004;M;5;permanente;388.0
160050105000004;M;4;permanente;317.0
160050105000004;M;0b;permanente;208.0
160050105000004;M;1b;permanente;228.0
160050105000004;M;1b;permanente;262.0
160050105000004;F;1b;permanente;290.0
160050105000004;M;1a;permanente;366.0
160050105000004;M;4;permanente;410.0
160050105000004;F;0a;permanente;388.0
160050105000004;M;2a;permanente;437.0
160050105000004;M;7;permanente;416.0
160050105000004;M;5;permanente;440.0
160050105000004;M;1a;permanente;362.0
160050105000004;M;1b;permanente;344.0
160050105000004;M;1b;permanente;324.0
160050105000004;M;5;permanente;251.0
160050105000004;F;0b;permanente;410.0
160050105000004;F;4;permanente;345.0
160050105000004;M;7;permanente;354.0
160050105000004;F;0a;permanente;376.0
160050105000004;M;0a;permanente;303.0
160050105000004;F;4;permanente;444.0
160050105000004;M;3;permanente;284.0
160050105000004;F;4;permanente;270.0
160050105000004;F;1b;permanente;305.0
160050105000004;M;3;permanente;277.0
160050105000004;M;5;permanente;315.0
160050105000004;M;2b;permanente;368.0
160050105000004;F;7;permanente;347.0
160050105000004;F;2a;permanente;208.0
160050105000004;F;2a;permanente;265.0
160050105000004;M;1a;permanente;230.0
160050105000004;F;2a;permanente;302.0
160050105000004;M;1b;permanente;425.0
160050105000004;F;6;permanente;450.0
160050105000004;F;0b;permanente;407.0
160050105000004;F;5;permanente;340.0
160050105000004;M;1b;permanente;405.0
160050105000004;F;2b;permanente;358.0
160050105000004;M;0a;permanente;263.0
160050105000004;F;0b;permanente;342.0
160050105000004;M;4;permanente;330.0
160050105000004;M;0a;permanente;253.0
160050105000004;F;2a;permanente;332.0
